,Métrica,Valor
0,Mean Absolute Error (MAE),37.78212590124829
1,Mean Squared Error (MSE),2630.3932773078373
2,Root Mean Squared Error (RMSE),51.28735982001645
3,R² Score,0.23932789044524827
4,Explained Variance,0.26447059730937617
