,Métrica,Valor
0,Mean Absolute Error (MAE),13.984952174820682
1,Mean Squared Error (MSE),440.22532435699543
2,Root Mean Squared Error (RMSE),20.981547234581996
3,R² Score,0.789610481754554
4,Explained Variance,0.7897812875702752
